Total Nacional;Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2023M01;623
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M12;739
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M11;1.182
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M10;2.262
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M09;2.341
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M08;2.978
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M07;2.353
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M06;2.205
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M05;3.316
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M04;2.690
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M03;1.263
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M02;574
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2022M01;543
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M12;1.155
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M11;1.193
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M10;2.481
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M09;2.493
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M08;2.736
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M07;3.131
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M06;1.656
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M05;1.029
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M04;573
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M03;839
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M02;30
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2021M01;40
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M12;138
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M11;.
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M10;555
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M09;783
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M08;2.615
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M07;2.122
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M06;203
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M05;.
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M04;.
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M03;512
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M02;2.069
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2020M01;764
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M12;1.495
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M11;1.545
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M10;2.007
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M09;1.782
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M08;2.843
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M07;1.958
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M06;1.789
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M05;2.453
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M04;2.113
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M03;2.423
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M02;835
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2019M01;693
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M12;1.089
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M11;1.089
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M10;1.755
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M09;1.699
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M08;2.503
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M07;2.184
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M06;1.510
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M05;2.130
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M04;2.438
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M03;1.295
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M02;816
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2018M01;509
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M12;641
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M11;467
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M10;893
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M09;1.112
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M08;1.936
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M07;2.732
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M06;1.216
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M05;1.531
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M04;3.034
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M03;745
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M02;749
Total Nacional;11 Extremadura;Viajero;Residentes en el Extranjero;2017M01;463
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M10;38.709
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M09;48.885
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M08;98.905
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M07;72.479
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M06;40.861
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M05;49.774
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M04;46.516
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M03;55.667
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M02;24.637
Total Nacional;11 Extremadura;Pernoctaciones;Total;2024M01;19.427
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M12;44.118
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M11;33.870
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M10;39.645
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M09;42.041
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M08;88.919
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M07;56.545
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M06;37.544
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M05;39.386
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M04;69.348
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M03;37.564
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M02;27.375
Total Nacional;11 Extremadura;Pernoctaciones;Total;2023M01;18.543
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M12;36.741
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M11;28.694
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M10;42.079
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M09;42.498
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M08;88.796
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M07;65.617
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M06;42.358
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M05;42.398
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M04;64.862
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M03;30.966
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M02;28.249
Total Nacional;11 Extremadura;Pernoctaciones;Total;2022M01;17.844
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M12;39.816
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M11;31.671
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M10;50.446
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M09;43.151
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M08;90.936
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M07;61.451
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M06;34.046
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M05;23.557
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M04;15.896
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M03;22.857
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M02;9.784
Total Nacional;11 Extremadura;Pernoctaciones;Total;2021M01;4.754
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M12;15.053
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M11;9.386
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M10;18.686
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M09;28.385
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M08;75.164
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M07;55.170
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M06;9.601
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M05;2.074
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M04;.
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M03;8.256
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M02;32.642
Total Nacional;11 Extremadura;Pernoctaciones;Total;2020M01;17.154
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M12;41.952
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M11;31.671
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M10;34.745
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M09;41.340
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M08;85.318
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M07;56.449
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M06;37.988
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M05;40.629
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M04;53.780
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M03;41.232
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M02;21.430
Total Nacional;11 Extremadura;Pernoctaciones;Total;2019M01;13.215
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M12;39.627
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M11;31.401
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M10;35.494
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M09;36.267
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M08;81.232
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M07;47.559
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M06;33.837
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M05;31.893
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M04;51.743
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M03;43.567
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M02;21.860
Total Nacional;11 Extremadura;Pernoctaciones;Total;2018M01;13.173
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M12;36.773
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M11;22.549
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M10;30.348
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M09;40.280
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M08;74.877
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M07;53.664
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M06;28.934
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M05;29.268
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M04;61.512
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M03;29.866
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M02;21.028
Total Nacional;11 Extremadura;Pernoctaciones;Total;2017M01;16.743
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M10;32.133
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M09;41.645
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M08;87.143
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M07;58.249
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M06;35.814
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M05;39.403
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M04;34.011
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M03;47.995
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M02;21.270
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2024M01;17.937
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M12;39.561
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M11;29.680
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M10;34.150
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M09;35.695
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M08;80.054
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M07;50.980
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M06;32.935
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M05;30.979
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M04;58.984
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M03;33.541
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M02;24.527
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2023M01;17.126
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M12;35.259
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M11;25.823
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M10;36.734
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M09;36.539
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M08;79.669
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M07;58.993
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M06;36.465
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M05;33.705
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M04;56.998
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M03;28.263
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M02;26.503
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2022M01;16.710
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M12;36.854
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M11;28.648
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M10;44.513
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M09;37.609
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M08;82.539
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M07;53.317
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M06;30.336
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M05;21.625
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M04;14.804
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M03;21.295
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M02;9.660
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2021M01;4.603
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M12;14.698
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M11;.
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M10;17.026
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M09;26.438
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M08;69.490
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M07;50.114
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M06;9.189
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M05;.
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M04;.
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M03;6.287
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M02;28.277
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2020M01;15.526
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2019M12;38.731
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2019M11;28.039
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2019M10;30.204
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2019M09;37.469
Total Nacional;11 Extremadura;Pernoctaciones;Residentes en España;2019M08;76.295
